"y","x"
8.89890171946352,2.43952435344779
10.4735443639362,2.76982251051672
9.99663085612151,4.55870831414912
8.0302427941935,3.07050839142458
6.92493762840512,3.12928773516095
6.62732353774764,4.71506498688328
5.12052679668584,3.4609162059892
3.89764057303477,1.73493876539347
6.45327850215855,2.31314714810647
7.65025383513904,2.55433802990004
8.10609046111584,4.22408179743946
7.40443469098104,3.35981382705736
8.36306485031934,3.40077145059405
7.6744852982956,3.11068271594512
5.4224052999802,2.44415886524592
7.78929924469417,4.78691313680308
7.58263518834432,3.49785047822924
5.07747227249493,1.03338284337036
4.7786764526495,3.70135590156369
2.998194795522,2.52720859227207
2.87837045574634,1.93217629401315
5.21369113642903,2.7820250853417
7.19925737724213,1.97399555169276
8.48211281088027,2.27110877070886
7.57775622348685,2.37496073215074
6.03845604854863,1.31330668925759
6.23337874852109,3.83778704449452
4.95094928311192,3.15337311783652
5.45605981136474,1.86186306298805
6.54637738249065,4.25381492106993
7.84933307632393,3.42646422147681
8.15116833880298,2.70492851700773
8.14881452326108,3.89512566104502
6.78894382119873,3.87813348753304
5.62180161434052,3.82158108163749
4.36784198584197,3.68864025410009
4.45978845869344,3.55391765353759
5.66984022603861,2.93808828942328
6.7848055452976,2.69403733626008
6.15667178227165,2.61952899898762
4.77853401866934,2.30529302107949
4.56827145635549,2.7920827219804
6.10764670002057,1.73460364843174
7.72900009091692,5.16895596533851
6.40937409505185,4.20796199830499
7.23615247836717,1.87689141679665
8.19607972765944,2.59711516470092
5.92506832442511,2.53334464637678
4.92666554378731,3.77996511833632
5.30538961701799,2.91663093352817
6.07940168303395,3.25331851399475
5.5835536911158,2.9714532446513
5.33163981839678,2.95712954270868
6.4804262912539,4.36860228401446
7.76754419694998,2.77422901434073
9.0760003286452,4.51647060442954
7.75849011851234,1.45124719576978
9.02291429769749,3.58461374963607
7.91851617613158,3.12385424384461
5.52173968709892,3.21594156874397
4.37057184344912,3.37963948275988
4.09218185243365,2.4976765468907
5.08980559923556,2.66679261633058
6.87530599044557,1.98142461689291
9.77521641861204,1.92820877352442
11.8367445524965,3.30352864140426
10.2320082103637,3.44820977862943
6.12193551401859,3.0530042267305
4.70931288833684,3.92226746787974
5.92449836179821,5.05008468562714
6.47408441498566,2.50896883394346
7.20427882751041,0.690831124359188
9.42572696201851,4.00573852446226
6.41650772040257,2.29079923741761
6.01320569372811,2.31199138353264
6.8368753722723,4.0255713696967
6.21455836922655,2.71522699294899
5.98663714456874,1.77928228774546
7.15260231936874,3.18130347974915
7.04327888959859,2.86110863756096
5.16426157045119,3.00576418589989
5.53581933663103,3.38528040112633
6.52689403458745,2.62933996820759
7.12947094128102,3.64437654851883
6.54772847431658,2.77951343818125
6.9081255781035,3.3317819639157
7.47442816407667,4.09683901314935
8.71870578669716,3.4351814908338
8.25398570868543,2.67406841446877
8.07458704640315,4.14880761845109
8.56590645872659,3.99350385596212
9.31094296375185,3.54839695950807
9.7536097222739,3.23873173511144
7.8678323176141,2.37209392396063
9.44447593202807,4.36065244853001
8.51636016681042,2.39974041285287
10.6625818073964,5.18733299301658
8.53377127496021,4.53261062618519
6.00112517491835,2.76429964089952
6.72698546974743,1.97357909969322
6.64885388944902,2.2895934363007
5.72293262867803,3.25688370915653
4.32710298066315,2.75330812153763
3.55086215826503,2.65245740060227
3.52792818011359,2.04838143273498
5.39777507699381,2.95497227519108
4.0023816186598,2.21509553054292
3.61323012561005,1.33205806341186
6.63662599801405,2.61977347971224
10.2546871079088,3.91899660906077
10.7735738307499,2.42465303739161
10.745180278771,3.60796432222503
6.18930484858916,1.38211729171084
4.56787982805571,2.94443803447546
4.67421711841156,3.51940720394346
6.09910465489323,3.30115336216671
6.82999559282809,3.10567619414894
5.17246735305081,2.35929399169462
6.36980197193896,2.15029565396642
8.14923858056889,1.97587120939509
8.70593047105786,3.11764659710013
8.43380086506011,2.0525253858152
6.7808565820828,2.50944255629933
6.25017413639588,2.74390780780175
7.03895587715746,4.84386200523221
6.35258774852622,2.34805009830454
7.1003330070612,3.23538657228486
7.44366542525162,3.07796084956371
8.20782121065513,2.03814336586987
8.49058252409498,2.9286919138764
9.22409480278792,4.44455085842335
7.04212355793969,3.45150405307921
5.02589120025127,3.04123292199294
6.3375850861987,2.57750316766038
6.94350172175476,0.946752778459484
6.22146080507913,4.13133721341418
2.49456057459378,1.53935992907518
3.86343200117328,3.73994751087733
6.77038533115166,4.90910356921748
6.23145169939924,1.5561068390282
7.87835009846141,3.70178433537471
8.26854126466173,2.73780251059753
8.98874185858337,1.42785584085451
8.54665207565224,1.48533234621825
6.98308571781824,1.39846382642541
4.79321890939739,2.4690934778297
3.72613088043541,1.5382444150041
5.17994376259311,3.68791677297583
5.53390788719793,5.10010894052567
4.11107405616635,1.71296952396482
7.00030130349922,3.78773884747518
5.82282867518005,3.76904224100091
4.47797667024873,3.33220257895012
4.57946059144714,1.99162339172299
5.05156391917629,2.88054739336934
5.55827486651363,2.71960466482975
7.07654888784639,3.56298953322048
6.85330280102551,2.62756124389617
4.82472512105176,3.97697338668562
6.02868108368389,2.62541914223299
8.34071792151018,4.05271146557933
7.50081437911142,1.95082299333393
7.27419508941834,1.73984475524189
9.95998676957711,6.24103993494241
8.6283394888177,2.58314241183957
8.11599478533626,3.29822759154072
7.65101905972772,3.63656967403385
5.79132250011037,2.51621937429126
6.64935174202733,3.51686204431361
6.66890737157427,3.36896452738509
8.58947736206829,2.78461949235831
7.63111660751463,3.06529303352532
5.52295022266921,2.96593274626154
7.26590686731084,5.12845189901618
7.03533430267611,2.25866390372717
6.31145256339521,1.90400373292534
5.2977879558108,3.03778839917108
5.37466119829967,3.31048074944314
6.12400800390315,3.43652347891018
4.31352061019495,2.54163466728889
3.85649042221197,1.93667386602881
6.25226522443232,4.26318517608949
6.40185650848308,2.65034961204645
5.32913238900594,2.13448713734663
5.79847080627161,2.7637204310589
7.75729847838926,2.80282410565145
9.2662799962623,4.10992028971364
6.91164498818529,3.0847372921972
5.68981665689277,3.75405378518452
5.47373244271454,2.50070798282774
5.8270357962997,3.2144453095816
3.46568140237627,2.67531408850917
4.49837383899076,3.09458352817357
4.80511870020926,2.10463664202246
4.3930440072133,1.68919846667203
7.94907843186887,4.99721338474797
7.38380104960403,3.60070882367242
6.65134169311262,1.74872863837506
5.78379476712966,2.38883408331958
4.47954504826187,1.81451991540269
